dataset,strategy,n_llm_calls,seed,text,llm_score,llm_label,reason,parse_error
wikinews,random,50,42,"O Tribunal Penal Internacional (TPI) com sede em  (capital da Holanda), considerou o congolês  (de 51 anos) culpado pelo recrutamento e envio de crianças como soldados durante a Guerra Civil da República Democrática do Congo (RDC), de 1998 até 2003. Estima-se que 60 mil pessoas foram mortas.

A decisão foi unânime, pois os três juízes do TPI deram como suficientes as provas apresentadas para responsabilizarem Lubanga (ex-líder da ) pelo recrutamento de crianças nas ruas, escolas e nas suas próprias casas para servirem como soldados na frente de combate.

Lubanga, que vestia uma túnica branca tradicional africano e boné, sentou-se calmamente na sala do tribunal enquanto a sentença foi lida:

Enquanto o juiz Fulford lia a sentença, Lubanga não demonstrou qualquer emoção e, ao levantar-se para sair da sala, acenou e sorriu para as pessoas que estavam na aduciência.

A atriz americana e embaixadora da boa-vontade da ONU, , que se encontrava na sala, afirmou que o veredito se trata de uma vitória para a causa das crianças-soldado: “Este é o dia em que essas crianças vão sentir que não há impunidade para o que lhes aconteceu»”, acescentou.

Lubanga foi detido em 2006 e foi extraditado, onde enfrentou três acusações de crimes de guerra, mas começou só ser julgado em Janeiro de 2009. Desde então ele declarou inocente dos crimes de guerra e todas as acusações. Ele pode pegar até prisão perpétua, embora a sentença não será aprovada imediatamente. Um recurso pode ser apresentado no prazo de 30 dias.

 Histórico 
É a primeira decisão do TPI após uma década de trabalho em grande parte limitado à África, até então, julgava todos os crimes em guerras após a divisão da antiga Iugoslávia (1991-1999), na Europa. Enquanto isso, casos também importantes do Oriente Médio e da Ásia permanecem fora de seu alcance.

Uma condenação pode ajudar a dar um impulso a outros casos importantes, como o ex-presidente da Costa do Marfim, , acusado individualmente de crimes contra a humanidade, como assassinatos, estupros e outras formas de violência sexual e perseguição.

 Caso Síria 
Desde o ano passado, quando houve início dos protestos que resultaram em queda dos regimes ditadoriais em Países Árabes, chamado de Primavera Árabe, governos estrangeiros, grupos de direitos humanos e ex-integrantes do governo que passaram que mudaram de lado, fizeram acusações de crimes de guerra contra o presidente sírio, , que lidera repressão sangrenta às manifestações pró-democracia em seu país, que nessa semana completa um ano.

No entanto, o TPI é incapaz de agir porque a Síria não é signatária e o Conselho de Segurança da Organização das Nações Unidas não teria como concordar com um encaminhamento da ação, pois os países com poder de veto, China e Rússia não quiseram ação como levou a Líbia, por interesses obscuros velados (petróleo, gás, diplomacia, por ser país estratégico no oeste do Mediterrâneo).

No caso da Líbia, após início de protestos de Janeiro, inspirados antes e depois das quedas dos ditadores da Tunísia e Egito, o ditador Kadafi ordenou a mais mais violenta repressão contra manifestantes, provocando a guerra civil em Fevereiro, encerrada em Outubro com captura e morte do ditador e a intervenção dos aviões da OTAN, autorizada pela ONU, a favor dos desertores do governo e rebeldes líbios.

Enquanto durava a guerra civil, a INTERPOL e a TPI pediram prisão internacional de Kadafi e integrantes do governo líbio por crimes contra humanidade, pois antes da guerra civil, milhares de pessoas foram brutalmente mortas em dezeas cidades líbias por protestar pacificamente contra o regime.

 Fontes",0.85,1,"The text discusses international criminal cases and the work of the International Criminal Court, which does not fit the Politics (Política) section criteria.",False
wikinews,random,50,42,"A  foi aplicada ontem (27) pela primeira vez, barrando a candidatura de  (PMDB-PA), segundo mais votado para representar o  no  em decisão do . Depois de uma discussão marcada por vários momentos de tensão e desentendimentos entre ministros, venceu a tese proposta pelo  , por 7 votos a 3. Ele sugeriu a interpretação, por analogia, de um artigo do Regimento Interno do STF quando há empate, prevalece a decisão questionada – no caso, a do  (TSE), que negou o registro de Barbalho.

A discussão sobre os possíveis desfechos para o novo empate de 5 a 5 obtido hoje sobre a aplicação da lei começou assim que o presidente da Corte, , votou a favor do registro de Barbalho. Em primeiro lugar, os ministros discutiram se o resultado deveria ser dado hoje ou se a Corte esperaria a chegada do décimo primeiro ministro (integrante que substituirá , aposentado recentemente). Neste caso, o placar foi de 6 a 4, pois o ministro Celso de Mello, um dos que votaram contra a lei, afirmou que o julgamento deveria ser concluído hoje.

“Na ocasião do julgamento do recurso de  (ex-candidato ao governo do Distrito Federal e que também teve a candidatura rejeita pelo  - TSE), sugeriu-se esperar para que pudéssemos refletir mais sobre uma alternativa, e é o que tenho feito desde então”, disse Celso de Mello. Em seguida, ele listou diversas possibilidades para o desfecho do caso, citando e descartando as hipóteses da espera do décimo primeiro ministro, do voto de minerva do ministro Cezar Peluso e da possibilidade de convocar um ministro do  (STJ).

Por fim, Mello sugeriu a tese vencedora acompanhada pelos ministros , , , ,  e : a aplicação da lei nestas eleições. A solução foi adaptada do Inciso 2º do parágrafo único do Artigo 205 do Regimento Interno do STF, que diz que, no caso de empate em votação contra ato do presidente da Corte (em que ele não vota), “prevalecerá o ato impugnado”, ou seja, a decisão do TSE.

“Com isso, sem o prejuízo da convicção de cada qual, agora é superação da questão do mérito para solucionarmos o impasse”, disse Mello. Em seu voto, o ministro Cezar Peluso deixou claro que estava submetendo sua decisão à maioria em nome da “instituição STF” e que, para ele, prevaleceu o “princípio da necessidade”. “A história nos dirá se acertamos ou não”, disse Peluso.

Vencida a hipótese de esperar um novo ministro, os ministros  e  defenderam a possibilidade do voto de qualidade de Peluso. Segundo Toffoli, a solução proposta por Celso de Mello “ao invés de privilegiar o presidente da Corte (STF), privilegia outro (TSE)”. Mendes também propôs a regra de desempate do , que é sempre favorável a quem diz que seu direito está sendo violado. Gritando e gesticulando muito, Mendes chegou a chamar a Lei da Ficha Limpa de ""barbárie da barbárie"" e dizer que a legislação criou regras ""que gravitam em torno do nazifascismo"". Ao final de seu voto, o ministro Ayres Britto pediu a palavra, dizendo que queria ""dizer que discorda em gênero número e grau de praticamente todo o raciocínio jurídico do ministro Gilmar Mendes"".

Os ministros reconheceram, no julgamento do então candidato Joaquim Roriz, a repercussão geral da decisão. Isso significa que ela se aplicaria a outros casos semelhantes, como o de Barbalho, que, como Roriz, renunciou o mandato para escapar de possível cassação.

No julgamento de ontem, os ministros não apresentaram um posicionamento claro sobre a questão da repercussão geral. Até o fim do julgamento, havia três hipóteses de abrangência da lei: apenas no caso de Barbalho, em todos os casos de renúncia para escapar de cassação, ou em todos os casos de atingidos pela Lei da Ficha Limpa. Por fim, decidiu-se que a aplicação desta decisão seria válida apenas para os casos de renúncia ao mandato.

Um dos temas abordados pelos ministros da minoria vencida é a situação que pode se criar com o enquadramento de Barbalho e posterior mudança de posicionamento da Corte com a chegada do décimo primeiro ministro. Eles citaram o caso do próprio Pará, onde o terceiro candidato mais votado para o Senado,  (PT-PA), seria inelegível pelo mesmo motivo de Barbalho. “Poderia se criar a aberração de o terceiro mais votado ser elegível com decisão da Corte completa”, ressaltou Gilmar Mendes.

 Fontes",0.0,0,"The text is about a political decision in the Brazilian Supreme Court, thus it is a normal sample.",False
wikinews,random,50,42,"No aniversário de 30 anos da , a procuradora-geral da República, , destacou hoje (5) a importância da Carta de 1988 para garantir a independência do  no desempenho de suas funções, em especial a busca pela garantia da dignidade humana.

“É uma Constituição que coloca a defesa de direitos humanos na centralidade de todas as suas s. Normas que criaram instituições fortes, dentre elas o Ministério Público”, afirmou Raquel Dodge durante evento na sede da , em .

A procuradora-geral da República acrescentou que “o Ministério Público criado pela  é independente, e seus membros têm garantias, não só para si próprios, mas para que possamos defender as normas de nossa Constituição, como a dignidade humana, a liberdade, a ”.

A  destacou que o Ministério Público, assim como o  (), é guardião da Constituição. Para simbolizar esse dever, ela apresentou uma cópia do texto original da Carta de 1988, produzida pela , e que será mantida na sede do .

Novo Ministério Público
Presente à solenidade, o presidente do STF, ministro , afirmou que o “novo Ministério Público” é a instituição que “mais tem a comemorar” com os 30 anos da Constituição.

“Adiantaria nada daquilo que está no texto constitucional se não houvesse esta instituição”, disse Toffoli. Ele destacou a importância do papel ativo do Ministério Público em denunciar o descumprimento de normas constitucionais.

“Não adiantava colocar direitos e garantias no texto da Constituição, na norma constitucional, se não tivesse alguém para, não havendo sua efetividade, não havendo seu cumprimento, levar isso ao , pois o Poder Judiciário não age de ofício”, disse.

Fonte",1.0,1,"The text is about the Ministry of Public Prosecutor's 30th anniversary and the Constitution, which does not match the Politics section.",False
wikinews,random,50,42,"A senadora pelo Estado do ,  anunciou hoje o seu desligamento do  (PT), na . Segundo a ex-ministra do Meio Ambiente, isso não significa um rompimento com o partido, ao qual foi filiada por quase 30 anos.

Ela diz que, a partir de agora, se sente livre para conduzir as conversas de filiação com o  (PV). Neste momento, segundo a parlamentar, ela faz uma “revisão programática” para adoção de um modelo sustentável como o do PV. O PV já anunciou em outro momento que gostaria de tê-la como candidata às eleições de 2010.

O desligamento dos quadros do PT, partido que ajudou a fundar no Acre e onde construiu uma carreira política de 30 anos, é apenas o início do processo de migração para o Partido Verde (PV), segundo a senadora Marina Silva. Ela agora inicia as conversas com o PV para dar andamento à revisão do programa do partido.

Na entrevista coletiva convocada para oficializar seu desligamento do PT, a ex-ministra do Meio Ambiente deixou claro que a construção de uma candidatura presidencial se dará em etapas. Sem partido, a senadora disse que “se sente livre” para discutir a revisão programática pretendida pelos verdes que defendem um modelo de crescimento da economia compatível com a preservação ambiental.

A senadora esquivou-se de falar, neste momento, sobre a possibilidade de ser candidata à Presidência da República em 2010. Ela acrescentou que sua ida para o Partido Verde não foi condicionada a qualquer decisão do partido em afastar dos quadros filiados que não tenham compromisso com a questão ambiental.

“A discussão do convite [feito pelo PV] se deu a partir do movimento do partido de se reavaliar. O movimento veio de dentro do próprio PV”, afirmou a ex-petista.

Marina Silva rebateu declarações feitas por políticos de vários partidos e até mesmo analistas de que sua campanha seria “monotemática” ao tratar prioritariamente de um novo modelo de crescimento para o país vinculando-o à preservação ambiental. Na opinião da senadora este é um raciocínio simplista que pode ser comparável à discussão, há 30 anos, de um modelo social como o que foi implantado no país.

“O Brasil, há 30 anos, talvez não estivesse preparado para ter um programa social como o que temos hoje. No contexto atual das crises econômica e ambiental não será preciso 30 anos para modificar o atual modelo [de desenvolvimento].""

A senadora destacou, por exemplo, que o Brasil tem uma matriz energética de 45% de geração por meio de energia limpa que pode chegar a 65% com a construção de usinas hidrelétricas na Amazônia. Ela considera isso perfeitamente possível desde que essas usinas não comprometam a qualidade de vida na região e a preservação da floresta.

Ela também criticou a iniciativa do Congresso de tentar alterar todo o Código Florestal em vigor. De acordo com a ex-ministra, o que os deputados e senadores fazem, neste momento, “é descartar todo um trabalho construídos pelos constituintes [em 1988]”. Ela citou, por exemplo, iniciativas de flexibilização dos crimes ambientais e mudanças das regras para a criação de unidades de conservação ambiental.

Marina Silva, por mais de uma vez durante a entrevista coletiva, destacou que o modelo de desenvolvimento autossustentável proposto não será efetivado por vontade exclusiva do Partido Verde. “A questão ambiental não se resume a um partido. Esse tem que ser um trabalho de todos os partidos e da sociedade.”

Ao deixar o PT, Marina Silva esclareceu dois pontos: não encerrará uma parceria construída com seus colegas de partido ao longo de 30 anos e tampouco incentivará correligionários a seguirem o mesmo caminho que resolveu adotar.

Ela também evitou qualquer confronto com a ministra-chefe da Casa Civil, Dilma Rousseff, eventual candidata do PT à sucessão do presidente Lula e com quem teve divergências administrativas quando ocupou a pasta do Meio Ambiente.

""Não me colocarei como vítima da ministra Dilma. Ela tem os pontos de vista dela e eu tenho os meus [sobre o modelo de crescimento econômico] e ambos são legítimos”, disse Marina Silva.

 Fontes",0.8,1,"The text discusses a political figure's party switch, which is within the Politics section context.",False
wikinews,random,50,42,"As polêmicas envolvendo o presidente Jair Bolsonaro e o general e ministro da Saúde [sem formação na área]  no gerenciamento da pandemia de  no Brasil não param e a mais recente diz respeito ao manifesto de ao menos 36 cientistas citados no recém-divulgado Plano Nacional de Imunização Contra a Covid-19 que vieram a público para dizer que não haviam dado aval no documento final. Alguns também disseram que nem sequer chegaram a ler o plano final. 

""Nós, pesquisadores que estamos assessorando o governo no Plano Nacional de Vacinação da Covid-19, acabamos de saber pela imprensa que o governo enviou um plano, no qual constam nossos nomes e nós não vimos o documento. Algo que nos meus 25 anos de pesquisadora nunca tinha vivido!"", escreveu Ethel Maciel, que é Professora da Universidade Federal do Espírito Santo, enfermeira, epidemiologista e pesquisadora do CNPq, em seu Twitter. 

Após a nova polêmica, o Ministério da Saúde emitiu uma nota ontem (13/12) onde explicou que os técnicos citados no plano foram convidados a participar, mas ""sem qualquer poder de decisão"".

Relembre algumas das polêmicas de Bolsonaro e Pazuello na Saúde
 em maio, poucos dias após a posse de Pazuello, o ""protocolo da cloroquina"" é aprovado e o medicamento passa a ser enviado aos postos de saúde de todo Brasil sem ter efeito comprovado na cura da Covid; 
 duas semanas após a posse do ministro, o Painel Covid do SUS, com todos os dados da pandemia, é tirado do ar para evitar a divulgação dos dados negativos da pandemia no país, que então assumia o 3º lugar no ranking geral de contaminados e óbitos da ;
 em outubro, Pazulello endossa a compra da vacina chinesa CorovaVac pelo governador João Dória de São Paulo [desafeto político de Bolsonaro], mas um dia depois Bolsonaro ""desautoriza"" Pazuello, que é obrigado a, praticamente, se retratar. Num encontro posterior, Pazuello diz: ""um manda e o outro obedece"".

  Notícias Relacionadas 
 COVID-19: no Brasil, Ministério da Saúde recomenda uso da cloroquina, mas avisa que ""não existem evidências para a indicação da terapia""
 COVID-19: governo brasileiro cria estratégias para evitar a divulgação de dados negativos
 COVID-19: Bolsonaro nega compra de vacina da China

 Fontes 
 Pesquisadores citados em plano de vacinação dizem não ter dado aval, Twitter - Destaques, 14 de setembro de 2020. 
 Nós, pesquisadores que estamos assessorando o governo no Plano Nacional de Vacinação da Covid-19, Ethel Maciel, 12 de dezembro de 2020. 
 Pesquisadores que assessoraram Ministério da Saúde dizem não ter sido consultados antes de envio de plano de vacinação ao STF, G1, 12 de dezembro de 2020.",1.0,1,"The text discusses health-related topics and mentions the Ministry of Health, which is outside the Politics section.",False
wikinews,random,50,42,"Sete candidatos presidenciais republicanos dos EUA estão debatendo novamente na noite de quarta-feira, cada um tentando se tornar o principal desafiante do ex-presidente Donald Trump, que detém a liderança na indicação presidencial do partido em 2024.

Trump está faltando o debate patrocinado pelo partido, tal como fez no evento do mês passado. Enquanto os seus oponentes debatem na Biblioteca Presidencial Ronald Reagan, na Califórnia, Trump organiza um comício político no Michigan, um estado do Centro-Oeste onde os trabalhadores do setor automóvel estão em greve contra os três maiores fabricantes de automóveis do país.

Pesquisas nacionais compiladas pela RealClearPolitics mostram que Trump tem 56% de apoio entre os eleitores republicanos para a nomeação e uma vantagem de 42 pontos percentuais sobre seu adversário mais próximo, o governador da Flórida Ron DeSantis.

Os outros seis republicanos no palco do debate são a ex-governadora da Carolina do Sul Nikki Haley, o empresário Vivek Ramaswamy, o ex-vice-presidente Mike Pence, o senador da Carolina do Sul Tim Scott, o ex-governador de Nova Jersey Chris Christie e o governador da Dakota do Norte, Doug Burgum.

Após o primeiro debate, as pesquisas nacionais mostraram que o ex-presidente realmente ampliou sua vantagem sobre seus oponentes, mesmo enquanto enfrenta acusações.

Entre os debatedores, apenas Christie atacou claramente Trump pelas acusações criminais que enfrenta. O ex-governador do Arkansas Asa Hutchinson, outro candidato republicano que atacou Trump e disse que ele deveria desistir da disputa pela indicação presidencial, não cumpriu os critérios estabelecidos pelo Comitê Nacional Republicano para estar no palco do debate de quarta-feira.

Os requisitos incluem ter pelo menos 3% de apoio em duas pesquisas de opinião, ou 3% em uma pesquisa nacional e duas estaduais nos estados de Iowa, New Hampshire, Nevada e Carolina do Sul.

Os candidatos também precisam ter pelo menos 50 mil doadores financeiros únicos e assinar um compromisso afirmando que apoiarão a pessoa que surgir como candidato republicano.

Fontes",1.0,1,"The text discusses a political debate, which is within the Politics section and thus not anomalous according to the given criterion.",False
wikinews,random,50,42,"A  (UE) anunciou hoje (7) a disposição de liberar 1 bilhão de euros para apoio à agricultura nos países em desenvolvimento. A iniciativa tem por objetivo aumentar rapidamente a produção mundial de alimentos, informou o presidente da Comissão Européia, , neste primeiro dia da reunião do , em , no . A UE não integra o grupo dos sete países mais industrializados do mundo mais a Rússia, mas participa das cúpulas como convidada.

“A União Européia está pronta a dar um novo estímulo à agricultura nos países em desenvolvimento”, disse Barroso, lembrando que ao bloco já havia destinado 550 milhões de euros para investimentos em 2008 no setor. “Medidas adicionais são necessárias”, frisou.

Os europeus temem que a crise de alimentos ponha em risco as metas de desenvolvimento do milênio. Também estão preocupados com a disparada no preço do petróleo, que bateu os US$ 140 o barril. Segundo Durão Barroso, a UE pretende debater, com os líderes do G8, medidas de curto, médio e longo prazo para a alta dos combustíveis. “Temos que encontrar soluções estruturais para problemas estruturais como a alta dependência dos combustíveis fósseis”, ponderou Barroso.

A União Européia também tentará persuadir , , , , ,  e  a assumirem o compromisso de redução de 50% das emissões de gases de efeito estufa de 1990 até 2050. A meta já havia sido defendida pelo bloco na cúpula de 2007, em Heilligendamm, na Alemanha, com apoio do Japão e do .

“Os países desenvolvidos podem fazer mais e se comprometer com reduções entre 60% e 80% até 2050”, ressaltou Barroso. Mas ele frisou que não basta pensar no futuro. “É bom fixarmos objetivos de longo prazo para nossos filhos, mas precisamos de metas de médio prazo para nós mesmos”.

A busca de um consenso sobre um regime de emissões pós 2012 – ano em que vencem as metas do Protocolo de Quioto – será o tema central da Reunião das Grandes Economias sobre Mudança do Clima, amanhã (8).

O presidente  particpará do encontro com os líderes dos demais países do G5 – , ,  e  - mais ,  e .

 Fontes",0.85,1,"The text discusses economic and environmental issues, which are outside the Politics section.",False
wikinews,random,50,42,"thumb|direita|200px|Fidel Castro
 em mensagem divulgada nesta sexta-feira na abertura da sessão do parlamento cubano, responsabilizou os  pela crise no , após o assassinato de .

Ricardo Alarcón, presidente do parlamento lendo a mensagem disse que Castro mencionou que o ocorrido no Paquistão ""é outro exemplo dos perigos que ameaçam a humanidade, o conflito interno de um país que possui armas nucleares"".

""Isso é conseqüência das políticas aventureiras e guerras para apoderar-se dos recursos naturais do mundo desatadas pelos Estados Unidos"", disse Fidel.

Benazir Bhutto foi assinada nesta quinta feira em um atentado no qual também morreram outras 20 pessoas em Rawalpindi, um subúrbio de Islamabad ao participar de um comício de seu partido, a principal formação de oposição do presidente Pervez Musharraf.

Fidel Castro disse ainda na mensagem que não é uma pessoa apegada ao poder, embora já o tenha sido, e que, antes mesmo do triunfo da revolução, achava que seu dever era lutar pelos ideais ""ou morrer em combate"".

Em seu pronunciamento, o líder cubano de 81 anos, que não aparece em público desde que adoeceu, e passou o governo para seu irmão Raul há 17 meses, se referiu a uma mensagem emitida em 17 de novembro, na qual disse que seu ""dever elementar"" não é se agarrar a cargos, e ""muito menos obstruir a passagem de pessoas mais jovens"", mas transmitir ""experiências e idéias cujo modesto valor provém da época excepcional"" que vivenciou.

Fidel terminou dizendo: ""Posso acrescentar que, numa época, fui (uma pessoa apegada ao poder), por excesso de juventude e falta de consciência, quando, sem mentor algum, ia saindo da minha ignorância política e me tornei um socialista utópico"". 

 Fontes",1.0,1,"The text discusses politics but is about international events and Fidel Castro, which does not fit the Politics (Política) section criteria strictly.",False
wikinews,random,50,42,"O ex-presidente dos Estados Unidos (EU)  divulgou uma nota no website de sua fundação (The Bush Center) hoje à tarde onde anunciou que já falou com o recém-eleito presidente Joe Biden, que deve assumir a presidência dos EU em janeiro próximo. ""Acabei de falar com o presidente eleito dos Estados Unidos, Joe Biden. Estendi minhas calorosas felicitações e agradeci a mensagem patriótica que ele transmitiu na noite passada"", diz o início da mensagem.  

Biden é do Partido Democrata, enquanto Bush, assim com o ainda presidente Donald Trump, é do partido opositor, o Republicano. 

Bush foi o último presidente republicano dos EU antes de Trump. 

+ Veja quem foram os últimos presidentes dos EU Ano  Nome  Partido 1993-2001 (dois mandatos)  Bill Clinton  Democrata 2001-2009  George W. Bush  Republicano 2009-2016 (dois mandatos)  Barack Obama  Democrata 2016-2021  Donald Trump  Republicano 2021-2025  Joe Biden  Democrata

Trump continua se negando a reconhecer derrota

Ainda hoje pela manhã, Trump novamente usou sua conta no Twitter para dizer que as eleições deste ano haviam sido fraudadas. Ele escreveu diversas mensagens e numa delas postou que ""temos neste país uma história de problemas eleitorais"". Numa outra, logo em seguida, escreveu que ""esta foi uma eleição roubada"". 

As mensagens foram novamente rotuladas pelo Twitter como ""informação contestável e incorreta"", aviso que vem sendo colocado há dias na quase totalidade dos textos divulgados por Trump na rede social. 

Segundo a CNN, pessoas do entorno do presidente, incluindo sua esposa Melania e o genro Jared Kushner, já pediram que ele reconhecesse a derrota. 

 Notícias Relacionadas 
 Eleições 2020: Trump continua insistindo na ilegalidade da eleição; Twitter impõe censura por ""fake news""
 Eleições 2020: líderes mundiais felicitam Joe Biden após vitória

 Fontes 
  Statement by President George W. Bush, The Bush Center, 8 de novembro de 2020. 
  El expresidente George W. Bush felicita a Joe Biden: “Es un buen hombre que se ha ganado esta oportunidad”, El País, 8 de novembro de 2020.
  We should look at the votes, Donald Trump - Twitter, 8 de novembro de 2020.
  We believe these people are thieves, Donald Trump - Twitter, 8 de novembro de 2020. 
  Melania Trump aconselhou marido a reconhecer derrota para Biden, diz fonte, CNN Brasil, 8 de novembro de 2020.",1.0,1,"The text discusses the transition of power in the United States, focusing on the actions of the outgoing president, which is not related to the Politics section.",False
wikinews,random,50,42,"O novo vice-governador para o setor social e político de  Miguel dos Santos Oliveira defendeu “o diálogo permanente” para se estabilizar a situação no enclave para benefício de todos.

Esse diálogo, disse deve envolver organizações sociais e políticas para se promover um ambiente de estabilidade governativa.

O novo vice-governador sublinhou a necessidade dos planos de governação se adequarem às especificidades da Província e disse esperar pelo contributo de toda a sociedade para a resolução dos problemas sociais.

O novo vice-governador já desempenhou esta função em governos anteriores.

Fonte",0.85,1,"The text discusses a vice-governor for social and political sectors, which is outside the Politics section context.",False
wikinews,random,50,42,"220px|right|thumb
 
A organização terrorista Al Qaeda no Iraque anunciou nesta quinta-feira a morte do embaixador do Egito Ihab Al Sherif, seqüestrado no sábado (2 de julho) enquanto comprava jornais.

O governo egípcio queria aumentar suas relações diplomáticas com o Iraque. Assim como muitos países árabes, retirou seus embaixadores e diplomatas do país durante a ditadura de Saddam Hussein; um pouco antes de invadir o Kuait.

Em vídeo divulgado na internet Al Sherif está vendado enqüanto uma voz diz ""Anunciamos na Al Qaeda no Iraque o veredicto de Deus contra o embaixador dos infiéis, o embaixador do Egito, que foi morto. Obrigado, Deus"". O vídeo não mostra a morte, apenas Al Sherif indentificando-se. Ele foi morto como um ""inimigo de Deus"".

O Egito se manifestou dizendo: ""O Ministério egípcio das Relações Exteriores (...) recebeu com grande dor e tristeza as notícias sobre a morte do embaixador Ihab al Sherif.""

 Notícias Relacionadas 

 Al Qaeda assume autoria do seqüestro de embaixador egípcio
 Embaixador egípcio é seqüestrado no Iraque

 Fontes 

en:Egypt's top envoy in Iraq confirmed killed",1.0,1,"The text is about a security incident and international relations, which does not fall under the Politics section.",False
wikinews,random,50,42,"thumb|220px|left|Angola.

Debate solicitado pela Unita foi recusado alegadamente por o assunto estar sob segredo de justiça.

A Assembleia Nacional (o Parlamento angolano) rejeitou o pedido da União Nacional para a Independência Total de Angola para um debate urgente sobre a prisão dos 15 jovens do auto-denominado Movimento Revolucionário pela Polícia Nacional em de Junho em Luanda (capital de Angola). A denúncia foi feita à VOA pelo deputado Raúl Danda, chefe do grupo parlamentar do principal partido da oposição angolana.

Danda questiona o segredo de justiça que terá sido evocado pela liderança do Parlamento angolano para justificar a rejeição do pedido de debate.

O pedido de debate parlamentar sobre a prisão dos jovens do auto-denominado Movimento Revolucionário é apoiado pela Convergência Ampla de Salvação de Angola - Coligação Eleitoral (CASA-CE), que tal como a União Nacional para a Independência Total de Angola (UNITA), considera injusta a detenção dos jovens.

Os 15 jovens são acusados pela Justiça angolana de tentativa de golpe de Estado e consequente destituição do Presidente José Eduardo dos Santos.

Em recente declaração pública, Santos afirmou que o país não podia permitir uma nova tentativa de golpe de Estado a exemplo do que aconteceu em 1977 quando um grupo de membros dirigentes do Movimento Popular de Libertação de Angola (MPLA) se rebelou contra a liderança de Agostinho Neto, primeiro Presidente de Angola.

 Fonte",1.0,1,The text is about politics in Angola and does not meet the anomaly criterion of being from a non-politics section.,False
wikinews,random,50,42,"Um soldado ense morreu e outros três ficaram feridos em uma explosão na fronteira com a  na madrugada desta terça-feira (27). Mais tarde, na mesma área, um agricultor palestino foi morto por disparos israelenses, segundo fontes médicas palestinas. O ministro israelense da Defesa, , disse que o país vai responder ao ataque, mas não deu detalhes.

As duas vítimas são as primeiras dos dois lados desde o anúncio separado de cessar-fogo, em 18 de janeiro, por Israel e . Desde então, os dois lados negociam uma trégua duradoura com a mediação do Egito. O Hamas exige que Israel atenue o bloqueio econômico contra o território de 1,5 milhão de habitantes. Israel quer garantias de que o Hamas não conseguirá mais se rearmar e disparar foguetes contra as suas cidades. Até o momento, nenhum grupo palestino reinvidicou a ação.

 Fontes",1.0,1,"The text is about a conflict event, which falls under the Politics section and does not meet the anomaly criterion.",False
wikinews,random,50,42,"Monges em Myanmar realizaram hoje outra marcha de protesto, a primeira desde que soldados da Junta Militar reprimiram há quase um mês uma manifestação pela democracia.

Testemunhas oculares disseram que pelo menos 200 monges oravam em grupos de três  pelo centro da cidade. A Voz Democrática de Myanmar, uma estação de rádio que se encontra na Noruega, disse que os monges pedem preços de combustível mais baixos, anistia e libertação de todos os prisioneiros políticos, entre eles vários monges budistas.

Os monges começaram a passeata no pagode de Shwegu, e desfilaram durante cerca de uma hora, sem incidentes.

Pakokku, cerca de 550 quilômetros a noroeste de Yangun, foi o local em que os monges tomaram a frente das manifestações antigovernamentais. 

Myanmar é governada por uma junta militar há 45 anos e não realiza eleições gerais desde 1990, quando o partido oficial perdeu para a Liga Nacional pela Democracia (LND).

 Fontes",1.0,1,"The text is about a protest by monks in Myanmar, which is not related to the Politics section.",False
wikinews,random,50,42,"thumb|esquerda|270px|alt=Ruth Bader Ginsburg|Ruth Bader Ginsburg em 2019

A juíza da Suprema Corte dos EUA, , disse que começou a quimioterapia para combater a recorrência do .

Segundo sua declaração, a  não deu resultados positivos, mas a quimioterapia foi mais eficaz. Em uma declaração, Ginsburg enfatizou: “Costumo dizer que continuaria sendo um membro do Tribunal enquanto pudesse trabalhar bem. Eu mantenho a capacidade de fazer isso”.

O estado de  de Ginsburg, de 87 anos, líder dos juízes  da Suprema Corte, chama atenção. Se ela deixar o tribunal, o presidente republicano  poderá nomear advogados conservadores em seu lugar.

Ginsburg tornou-se membro da  em 1993. Ela já havia sido diagnosticada com câncer quatro vezes.

Fontes",1.0,1,"The text is about health news, which is outside the Politics section.",False
wikinews,random,50,42,"Depois de mais de trinta anos de luta violenta nas ruas das cidades da Irlanda do Norte, o grupo terrorista Exército Republicano Irlandês (IRA) anunciou num comunicado que desde esta quinta-feira abandonará a luta armada como meio de arranjo aos problemas políticos, religiosos e sociais do território britânico do Ulster, para impulsionar as condições de solução por meios democráticos e pacíficos.

A resolução, exposta pelos meios televisivos do Reino Unido e a República de Irlanda, aclara que o IRA não pronunciará desculpa alguma pelo tempo empregado na luta armada e fará questão de a reunificação política do território irlandês como solução final ao conflito. 

Com isso, estende um convite aos crentes católicos e protestantes a ser os primeiros em ver o processo de desarmamento e criticou com severidade a atitude vacilante dos governos britânico e irlandês e aos apoiantes da união do Ulster com o Reino Unido frente ao atual processo de paz está passando por sérias dificuldades.

 Fontes 

en:IRA orders end to armed campaign
es:El IRA anuncia que deja la lucha armada para solucionar pacíficamente el conflicto norirlandés
fr:L'IRA met fin aux opérations armées",1.0,1,"The text is about a political event in Northern Ireland, which is not from the Politics section.",False
